text,label
הבחור רק הולך ומסתבך מרוב עורכי דין שמועסקים במשפחת נתניהו.... הוא לא מגיש כתבי הגנה,Positive
ממורמר גואל נפש,Negative
"שכחת הפועל זונה, הכלב אכל לי את השיעורי בית ושלחתי מייל, הוא פשוט לא הגיע. איזה איש מביך. https://t.co/41ohNsus26",Negative
יאיר גולן כניראה שרק תביעות עוזרות ללשונך הארוכה שלא בוחלת במילים אתה מצטיין בהסטה וקופץ מאולפן לאולפן בזחיחות!!!!אתה בושה,Negative
סוטי מיןאלו השמאלנים המכוערים,Negative
טוב מאד ככה צריך להיות,Positive
יפה מאד כל הכבוד כנראה הגיע לו,Positive
ולהביא לנו מוטציות?,Positive
לא רוצה לחשוב,Negative
כל הכבוד למישצילם,Positive
יש מצב יאיר גולן שתול של החיזבללה?????,Negative
חולה מין,Negative
המדינה הכי יפה במזרח התיכון.וגם ההי מחוסנת. מוטציות??? לא מדאיגות מחוסנים!!!,Positive
ברור שהיה מגיע,Positive
חולה נפש.מי שמצביע לו טיפש,Negative
"ביבי לא סופר אותך מחצי מטר ,ואתה רוצה עימות איתו ?דקה לא שווה לבזבז עליך יטמבל",Negative
וואיי יש לי ברברים בבטן,Negative
נשמע מגמתי מאוד ! הציבור החרדי לא אוהב את 'התמתנותו' ודיעותיו הליברליות !,Positive
"שינאה שינאה ועוד שינאה יש בשמאל , אבל מדיניות בטחון צבאי או כלכלי אפס , אין לשמאל מה להציע חוץ משנאת חינם , אתם ושכמותכם מקשים על חיי האזרחים בשינאתכם המגעילה",Positive
@thefakeliaxtff @R4NBOOISM זונה למה שאחליף את לוק לזה,Negative
כל מה שבניתה במשך עשרות שנים הרסתה כל חלקה בישראל לך לך לך לך,Positive
שליברמן יפנה לו מקום במריצה..חלאת אדם,Negative
הפוסט אמיתי?,Positive
רק טמבלים מצביעים לדביל הזה טמבלים כמוהו,Negative
חביב לוי,Positive
"הגיע הזמן !! וואלה, שוטר מג""ב ירה במחבל ערבי. שוטר לא יורה סתם כמו שמחבל ערבי לא מסתנן סתם. יש לשניהם מטרה ותודות למטרה של השוטר, גם הפעם המטרה של המחבל נבלמה. כן יירבו !",Negative
אני עדיין בטוח ב100%שזה תימני מראש העין,Negative
הדביל השתבש לגמרי,Positive
״נהג תוקף מפגינות?״,Positive
כל הכבוד לו שרק ימשיך !,Positive
"זכותו של כל אזרח לחיות בכל חלקי כדור הארץ, הארץ לכולם.",Positive
ואז ישראל תהיה שוב פעם סגורה לאזרחים שלה,Positive
@onlyxangellll @noparmezanhinam תתעוררי זונה,Negative
נו בן גביר נראה לך שהוא יוריד את החסינות,Positive
