text,label
יום ראשון נמרר את החיים לחוצפן שיעז לא לרוץ עד שהוא מת,Negative
ישר כוח על עבודתכם תודה תודה ושוב תודהה,Positive
‏פעם אחד לתמיד תגידו לי מה התפקיד של אלי אוחנה בקבוצה,Positive
עלק דרפיץ: יש לנו עוד מטרות העונה. שים את המפתחות ולך הבית מוקיון,Positive
כל מה שהוא רשם הכל נכון... ואיפה הטרדה מינית ???,Positive
"גם אותיות מחל בעייתי, נמצאות בשמו של היועץ המשפטי",Positive
"איזה כיף, שיהיה לנו כאן מגוון עשיר של מוטציות",Positive
וזה האיש שלפיד מגן עליו הבנתם !!,Negative
בגלל טיפשים שהם עובדי אלילים כל המדינה תיסבול,Negative
איש עלוב כזה רק במפלגה עלובה של יאיר לפיד יש לו מקום,Negative
ברברים!! אין תרבות!!!,Negative
טוב מאוד,Positive
כל הכבוד חיילים יקרים השם ישמור אותכם,Positive
״נהג תוקף מפגינות?״,Positive
כהנא צדק רבותיי,Positive
@BarNahum5 דווקא במקרה הזה ביבי זונה שלהם.,Negative
צריך לקבור אותו בפארק לכלבים עם הראש בחוץ שישתינו עליו,Positive
תקשורת מסריחה,Positive
הם יודעים בוודאות שהפרקליטות מושחתת אבל זה מתאים להם,Negative
לך תעשה חמוצים חסר עמוד שדרה פחדן,Negative
ביבי ימניאק צריכים בתים להתחתן ישראלים יבן זונה בבקשה,Negative
סדי בן שטרית הוא הסמרטוט של אנשי השמאל,Negative
"די עם הבריונות, נמעסתם חברי כנסת ערבים...חוצפה להגיד הייתם כאן לפנינו, יש לכם מזל שאתם במדינה דמוקרטית ולא באחד מארצות ערב, כי כבר מזמן לא הייתם קיימים...לא תנצחו אותנו לעולם....",Positive
המצברק הולך ומחמיר. עולים עוד דרגה ברף האלימות שלהם. וכל זה משום שיש אפס ענישה.,Positive
@MayaBliAlef @Rabinova ובעברית צחה: זונה או ברה,Negative
משטרה מלשינים מניאקים,Negative
��,Positive
הלוך בלי חזור כלב בן כלב ימחא שמחך עוד מיתרומם שמאלני זבל לפח הומו מיתרומם,Negative
מלך,Positive
סגן רמטכל אפס מאופס זבל אנושי,Negative
פדופיל לכלא תשכב עם מחבלים,Negative
מושחת זבל אתה לא גבר אתה אנס סמרטוט,Negative
שוקיסט,Positive
"מעולה, רק שיעשו להם בדיקות מהירות",Positive
כל הכבוד אחלה גבר להם מותר הכל קבוצה של פושעים עם תעודה,Negative
המשמעות של החוק היא כזו : העם קצת מטומטם - ולכן לא נוכל לתת לעם לטעות יותר מפעמיים .. יש כאן מועמד לראשות ממשלה שאומר לקבוצה של אנשים תצביעו לי כי האחים שלכם מטומטמים ואי אפשר לסמוך עליהם .. בן זונה.,Negative
אין אמונה בהם,Negative
אין לך כלום יא סמרטוט אפס מאופס,Negative
מחבל* פלסטיני,Negative
"הדבר הכי מיותר במפה הפוליטית, מפת נייר חד פעמית",Positive
מחבל אמא שלכם יבוגדים,Negative
לפני יומיים ערבי דרס יהודי כי חש סכנת חיים לדבריו פה למה לא חש סכנת חיים וירה???,Positive
פרשת השופטים - בושה,Positive
@kann_news @yaara_shapira נראה את הבן זונה שיתקרב אליי לבית בגלל שלא התחסנתי.,Negative
נו.... זה הההההמקום של המחבלים,Negative
"האמאשלך יראש ונטילטור אל תצא עלי בחיים למה אני יזיין אותך. בואאאא תזיין את הכוס הדודה, אני יפתח את המנעול שרק תוכל להכנס, יא 20 סנטים אתה נכנס עם היד, רגל, כל הגוף היא בכלל לא מרגישה אותך יא ילד מפגר, מי אתה בכלל יא מנסטרי, כוס של הדודה שלך יא סתום יראש צבע עפרון יבן זונה יא ראש",Negative
חחחחחחחח כל דבר שיוצא לך מהפה נישמע כמו הופעת סטנדאפ חחחחחחחחחחחחח,Negative
@Shanna627 כןןן אני עצוב :( בן זונה חחח,Negative
זבלה,Negative
בושה !,Positive
חולה נפש!,Negative
החונק מנדלבליט יוצא לך חזק מהגרון,Positive
אני בהלם פשוט בושה,Positive
חבר כנסת שאנחנו ממנים גואל נפש,Negative
איזה מדהים אתה כל הכבוד,Positive
תמשיכו להצביע לשקרן ביבי ראש הממשלה השמאלני בהיסטוריה,Negative
אחלה יאיר,Positive
"ערימת חירייה זבלות
",Negative
למה שונאנו בכנסת? אם הם שם אז זה המצב.,Positive
"גנץ הוא ראש הממשלה התחליפי,, כשה מדובר בתחליפי ולא באורגנל הזבל צף...",Negative
"אפשר להעמיד את לפיד מול נתניהו נתניהו חכם והוא טיפש איך אפשר להעמיד בין שניהם
",Negative
"כמה אתה יכול לספר סיפורים , מפלגתך פגעה בנו כאשר יצאתם בקריאה לא לשמוע להנחיות הממשלה בזמן שיש מגפה ועכשיו אתה יוצא בהצהרות. היכן הייתה התערבות שלך בהצלחה למגר את הקורונה ? תמיד הייתה צועק יש לראש הממשלה שלוש כתבי אישום מעבר לזה לא הייתה קיים לכן אתה מחפש שיאמינו לך , לכן לדעתי אתה פשוט שקרן מדופלם",Positive
סבלנות של ברזל מצדיע לשוטר,Negative
כך מדבר נבחר ציבור מגעיל,Negative
תראו מי שמדבר!,Negative
אדון לפיד אני מוכן שהעז שלי תהיה ראש ממשלה ולו אתה וחבר המערצים שהולכים למך עבדלה ללכלך על העם הבנתה בוגד בושה שאתה ביכלל מציג עצמך לבחירות אתה צריך להיות עצור או מיחוץ למישחק הפולטי בושה,Negative
די גנץ אתה גמור אחי היקר לך לחופש אתה עמוס ממורמר,Positive
מושחתיהו,Positive
בן גביר גזען אסור לו לשרת ציבור .,Negative
"בע"" ה כל אלה שמדברים על זבל ישארו מחוץ לכנסת בושה וחרפה ,",Negative
"איזה כוחות לצוות הרפואה!!!
כל הכבוד",Positive
כל הכבוד,Positive
משה את פדופיל ומושחת ושקרן וחלאת אדם תואכל את הלב ימגעיל,Negative
ראיתי עכשיו שוטרת אז שאלתי אותה אם זה תחפושות של שוטרת זונה סקסית מפה לשם מי בא לשחרר אותי בערבות,Negative
רק חסר בריכה באמצע 🏖,Positive
אימא של כןלכם זונה אני קמתי לספויילרים לא רוצה יותר אני חוסמת את כולכם,Negative
הרג אותנו,Positive
"יהיר גולן פחדן לא נראה לי שיסר את החסינות שלו ראה מקרים בעבר שנדרש ע""מ להוכיח כי אמר דברים אמיתיים ולא עשה כן.",Negative
הוא תחת השפעת סמים,Negative
"ביבי ה""ימני""שלכם זנח את הארץ והעם.",Positive
לא מישהו צפר לי עכשיו כמו בן זונה,Negative
סתם שקרים,Positive
איך רואים שהבחורים שם רק חיפשו למי להרביץ. באותה המידה יכלו להפריד.,Positive
עימות בעברית באנגלית וגם ב..ערבית יעשה לך בושות ליצן.,Positive
אולי היא חולה בקרונה,Positive
אני מציע שיעשו ניווט מתודי יענו בלי לצאת מהבסיס הכי בטוח. ינעל העולם. שלא יעשו ניווט ליד גן ילדים שלא יזרקו עליהם חול,Positive
מה שלב הבא? לסגור את המפלגה וזהו?,Positive
זבל תתכונן לכלא,Negative
בשביל מה??? לא מתחשבים באלו שמסיבות רפואיות אינם יכולים להתחסן או בילדים!,Positive
ברח לו הקוף,Positive
בעיניי זה לא טרור,Positive
גנץ האידיוט המושלם ביבי יעשה מה שטוב למדינה ולביבי,Positive
אתה חושב שההצמדות שלך לנתניהו עושה לך טוב? גם מי שחולק את האידיאולוגיה שלך מעדיף מועמד ראוי ולא מושחת מהימין. אתה וסמוטריץ יןרים לעצמכם ברגל ויורקים על כך הימנים כשאתם נצמדים לשמאלן המושחת מבלפור.רק בגלל שקוראים לזה ליכוד לא אומר שזה ימין!,Positive
"איזה עליבות של משטרה,בושה.",Positive
עמוד של שרמוטות שמולאנים מסריחים,Negative
זמנך חלף גם החברים שלך לא מאמינים לך לא תעבור את אחוז החסימה שפל,Positive
מנדלבליט מתי אתה מתאדה ???,Positive
אילנית חובשי מקווה ששלחת פרחים לרשת ראש הממשלה שאת כל כך אוהבת,Positive
רק ביבי ! לשים פתק מחל ! רוצים חאן אל אחמר ז' ? הצביעו ביבי !,Positive
כל הכבוד לו ככה צריך להיות !,Positive
מדינה של פלגנים,Negative
לך הביתה רק אחד כמוך לא יוצלח אפילו בצוק איתן לא הצלחת אין לך שכל להיות ראש ממשלה בגללך יש בחירות,Positive
@itamarbengvir למה אתה כועס אגון בן גביר. יאיר גולן לא כתב שאתה בן זונה או בן כלב או בן בלי יעל. נכון?,Negative
הזוי קצת בושה לא יזיק לאף אחד,Positive
‏חתיכת זבל,Negative
תודה לך ביתר על עוד שבוע שאת באנקר בווינר. אהה ותחליפו את ״גשם״ ב״זבל״. מתאים לכם הרבה יותר,Negative
שקרן צבוע נוכל,Negative
כול הכבוד 👏👏👏👏,Positive
זה רק מוכיח שיש בית משפט כמו שבגין אמר . וביבי יקבל משפט הוגן,Positive
למה כי אתה קנאי מת להפיל את נתניהו תתבייש אין טוב ממנו,Positive
כמה אתה קשקשן מי מאמין לך כולך רק דיבורים פאקה פאקה,Negative
"צה""ל של היום זה כמו הג""א לפני 40 שנה ...בושה למדינה שנותנת גיבוי לערבים ובגץ מחזק אותם ...ממשלה של אנשים תת רמה .וללא כבוד וערכים למדינה..במיוחד לזה שמנהל אותה..בושה בושה לכל ה 120 אוכלי חינם בעעעעעעע על הממשלה",Negative
לך,Positive
שמישהו יאגד כבר בספר את כל הבדיחות לקראת הבחירות😅,Positive
אם הגעת לדרגת זיהום כזאת..כנראה הפילטר סתום אצלך.,Negative
"ככה לא ! בונים מדינה ,אבל הורסים את המעט שיש בושה למערכת המשפטית שאינה מבינה את מקומה !!!",Positive
מאיר לפחות תתנצל בפני מי שפגעת והרסת משפחות אין לך לב ? מוסר ? איך המשפחה שלך מגיבה ביום הזה שגם ניפגעה מהמעשים שלך תתביש לך,Negative
בריאות איתנה והחלמה מהירה,Positive
חמוד👍👍👍,Positive
לא משהו שבוקס לפנים לא היה פותר,Negative
שורף לו.,Positive
"נכנס עם היד, רגל, כל הגוף היא בכלל לא מרגישה אותך יא ילד מפגר, מי אתה בכלל יא מנסטרי, כוס של הדודה שלך יא סתום יראש צבע עפרון יבן זונה יא ראש מגנזיום כוס של האמאשך . אתה יודע מה מתאים לך? פוסטר ""שלום כיתה א"", מי אתה תראה איך אתה מקלל יבן זונה, אני מתחיל עם לירון ואיתך ועם הכוס",Negative
@stefaniaishot די זונה,Negative
בוגדים עלובים ימח שימכם ושם זיכרכם יחבורת מנייאק,Negative
"""הבא להורגך השכם להורגו""",Positive
לא שופט את החייל.הפעם הוא נתקל בעבריינים שרק רצו לקחת נשק. ואם היה נחטף ונרצח!? הוא היה חייב לירות בהם ברגליים. שוב לא מאשים אותו פשוט אין לחיילים גב אף אחד לא מגן עליהם,Positive
בושה אפלו אילנה דיין לא עזרה אני מתביישת באדם כזה שהוא נציג בכנסת וחברות הכנסת אתומות ולא עושות דבר לומר לךלךלךלךהביתה,Negative
