text,label
 מה לא ציוני בלהפציץ ערבים מהאוויר?,Negative
 מיקי זוהר הוא הדבר הכי טוב שיכולנו לבקש. כל כך מטומטם ולא מודע לעצמו שהוא כל הזמן מפליל את המושחת. יש לי תחושה עזה שהוא גם ישיר מתישהו,Negative
" זה בדיוק כמו שאומרים להם אבל למה לא גינתם טרור, זו אדונתיות של הממסד כלפיהם, אבל הם לא עובדים אצלם ולא מכופפים את הראש מולם. בל״ד לא ציונים ולא פועלים בשרות הציונות. צריך להפנים את זה. גם רוסיה דרך אגב לא מגדירה את חיזבללה ארגון טרור וזה לא מפריע לישראל לשתף איתם פעולה.",Positive
" הכל תוך חודשיים יצוף כמו חרא, סומך על האנשים בליכוד פרצופו יתגלה,כמו פרצופה של הבת שלו שהתרועעה עם ערבי",Negative
" צל״ש והעלאה בדרגה על תפקוד מופתי!!! ידע כל מחבל מטונף שיחשוב להרים ידיים על חייל צה״ל , שהוא יסיים או משותק או מת !!!",Negative
": העיתון בשבע נותן לאהוביה סנדק את הסיומת ""השם יקום דמו"" - שניתנת בדרך כלל לנרצחי טרור:.",Positive
 ״קול חדש שמעורר תקווה עצומה..״ כמה שהיא מטומטמת. כמה שביביסטים הם עיוורים. יום א סיפוח ויום ב הסכמה למדינה פלסטינית. יום א המשותפת תומכי טרור וביום ב התנועה האסלאמית הם ״קול חדש״. רק בגלל שהוא אמר. ברוך שהכל נהיה בדברו. טינופות.,Positive
" כאשר ביקורת באה מאדם שמטרתו הסתה למה שאתן לו את הלגיטמציה של גופו של עניין. לדוג': שונא מדינת היהודים. פלסטיני  ניאו נאצי או סתם אנטישמי שמבקר את צה""ל  המדינה ומחפש אותם בכל צעד ושעל מתוך שנאתו ליהודים. כאדם שפוי ומוסרי אפסול את ביקורתו בגלל מי שהוא. אחרת אני נותן כח לשקר.",Positive
" אני בתור אזרח ערבי, הייתי רושם לעצמי, לא רק שמכנים אותנו תומכי טרור, גם חושבים שאנחנו מפגריםפראיירים",Negative
 נו לא ברור ! מתי הם מקבלים עתירה מימין !! ימח שמם שונאי יהודים !! משתין על בגץ ועליך !!,Negative
" ""אחד משלהם"" זה נער בן . לא משנה מה דעתך האידיאולוגית המשטרה לא צריכה להרוג נער, יהודי או פלסטיני. בלי קשר להפגנה",Positive
" הכל בגלל השמאל. הגיע הזמן לבחור במנהיג אמיתי, לאומי,, שורשי,,, ציוני,,,, לאומי,,,,, כמו לדוגמא יעלה ויבוא מר בנימין נתניהו ! ! שלמחרת היבחרו ימוטט את שלטון החמאס.",Positive
 אלה שוטרים? בושה למשטרה שכך מתנהגים שוטריה.מכות לנער. תעצרו אותו או תשחררו אותו למה מכות רצח נוראיות. היהדות אומרת השנוא עליך לא תעשה לרעך. יש לפטר שוטרים אלה במיידית.,Positive
 זה בטוח אוצר פלסטיני.,Negative
" אל תדאג גדל פה דור ציוני אוהב הארץ שרואה פעם אחר פעם כמה השמאל בישראל זה טרלול אחד גדול, מבוגרים שרגילים לעידן פרס-רבין כמעט ואי אפשר לשכנע אחרת אבל הדור הצעיר ברובו הולך ימינה אין יותר מרכז וכמעט ואין שמאל",Positive
